Start time,Category,Name,Distance,Time elapsed,Avg. speed,Avg. pace,Avg. HR,Norm Power,Intensity Factor,Avg. power,Avg. grade,Ascending,Descending,TRIMP,Training Stress Score,ATL Power,CTL Power,TSB (Pre),TSB (Post),Avg. cadence
1/18/2013 9:24:15 AM,Running/Walking,,1.61,00:14:51,6.5,00:09:13,,265,1.15,254,0.0%,,,0,33,83,78,-6,-6
1/17/2013 3:10:10 PM,Running/Walking,,8.21,01:09:18,7.1,00:08:26,,312,1.35,292,-0.1%,6,-3,0,212,84,78,4,-6
1/16/2013 6:46:03 PM,Running/Walking,,3.10,00:29:27,6.3,00:09:29,,255,1.11,244,-0.1%,,,0,60,71,75,5,4
1/16/2013 10:59:58 AM,Running/Walking,,1.59,00:14:57,6.4,00:09:23,,257,1.12,244,-0.2%,,,0,31,71,75,5,4
1/15/2013 9:53:09 PM,Running/Walking,,1.60,00:16:02,6.0,00:10:01,,221,0.96,216,-0.2%,,,0,25,69,74,4,5
1/15/2013 11:19:25 AM,Running/Walking,,1.58,00:16:39,5.7,00:10:34,,210,0.91,204,-0.1%,,,0,23,69,74,4,5
1/14/2013 4:37:26 PM,Running/Walking,,1.57,00:17:49,5.3,00:11:21,,193,0.84,187,-0.2%,,,0,21,71,75,0,4
1/13/2013 3:45:39 PM,Running/Walking,,8.42,01:18:45,6.4,00:09:21,,262,1.14,250,-0.1%,11,-7,0,168,76,76,7,0
1/11/2013 4:13:43 PM,Running/Walking,,8.39,01:09:38,7.2,00:08:18,,321,1.40,303,-0.1%,,,0,227,74,76,14,2
1/11/2013 9:56:34 AM,Running/Walking,,0.53,00:10:42,3.0,00:20:16,,83,0.36,82,0.0%,,,0,2,74,76,14,2
1/9/2013 3:08:06 PM,Running/Walking,,8.41,01:10:23,7.2,00:08:22,,306,1.33,288,-0.1%,197,-2,0,207,64,74,21,10
1/8/2013 9:14:50 PM,Running/Walking,,1.72,00:13:47,7.5,00:08:01,,279,1.21,281,0.0%,240,-138,0,34,50,71,21,21
1/6/2013 3:25:32 PM,Running/Walking,,8.38,01:18:11,6.4,00:09:19,,282,1.22,256,0.0%,174,-194,0,187,56,74,28,17
1/4/2013 6:59:38 PM,Running/Walking,,1.57,00:13:05,7.2,00:08:19,,275,1.20,272,0.0%,39,-20,0,31,48,73,24,25
1/3/2013 3:05:58 PM,Running/Walking,,1.57,00:13:49,6.8,00:08:47,,269,1.17,265,-0.1%,26,-33,0,31,49,73,23,24
12/29/2012 12:48:33 PM,Running/Walking,,3.23,02:44:01,1.2,00:50:50,,68,0.30,39,-0.5%,642,-745,0,13,75,81,32,6
12/29/2012 11:52:06 AM,Biking,,5.67,00:45:06,7.5,00:07:56,,525,2.28,369,2.3%,610,-124,0,391,75,81,32,6
12/27/2012 2:19:13 PM,Running/Walking: Trail,,5.69,02:20:21,2.4,00:24:38,,167,0.72,100,-0.4%,1387,-1359,0,105,46,76,35,29
12/26/2012 3:48:20 PM,Running/Walking,,5.82,02:02:52,2.8,00:21:06,,133,0.58,98,-0.3%,1252,-1224,0,67,40,75,37,35
12/15/2012 2:05:04 PM,Running/Walking,,11.87,01:41:36,7.0,00:08:33,,286,1.24,272,0.0%,7,-1,0,261,98,93,8,-5
12/10/2012 4:04:57 PM,Running/Walking,,12.45,01:39:43,7.5,00:08:00,,318,1.38,306,0.0%,10,-8,0,316,119,97,-7,-22
12/7/2012 3:06:18 PM,Running/Walking,,13.08,01:46:01,7.4,00:08:06,154,316,1.37,301,0.0%,14,-14,260,331,121,96,-8,-24,86.8
12/5/2012 3:18:11 PM,Running/Walking,,11.78,01:33:49,7.5,00:07:58,,340,1.48,314,0.0%,11,-5,0,339,110,93,1,-16
12/3/2012 3:18:33 PM,Running/Walking,,10.94,01:27:51,7.5,00:08:01,147,317,1.38,303,0.0%,13,-4,189,277,95,90,9,-5
11/30/2012 3:00:24 PM,Running/Walking,,10.97,01:29:30,7.4,00:08:09,,301,1.31,296,0.0%,8,-4,0,255,93,90,9,-4
11/28/2012 3:47:15 PM,Running/Walking,,10.90,01:36:40,6.8,00:08:52,,273,1.19,262,0.0%,18,-12,0,227,85,88,14,3
11/26/2012 4:42:11 PM,Running/Walking,,1.59,00:13:24,7.1,00:08:24,,308,1.34,287,0.0%,,,0,40,78,87,6,9
11/25/2012 10:50:34 AM,Running/Walking: Trail,,9.27,01:45:43,5.3,00:11:24,,261,1.14,209,0.0%,1719,-1710,0,223,81,88,18,6
11/22/2012 11:27:47 AM,Running/Walking: Trail,Thanksgiving Day,11.59,02:03:10,5.6,00:10:37,,258,1.12,221,0.3%,1558,-1568,0,255,81,89,21,7
11/16/2012 3:40:53 PM,Running/Walking,,11.99,01:37:04,7.4,00:08:05,148,313,1.36,300,0.0%,14,-2,211,299,103,95,7,-9
11/14/2012 3:35:33 PM,Running/Walking,,12.10,01:37:37,7.4,00:08:03,148,312,1.36,301,0.0%,17,-2,211,299,92,92,17,0,88.2
11/11/2012 2:09:33 PM,Running/Walking,,11.09,01:25:58,7.7,00:07:45,,333,1.45,319,0.0%,17,-19,0,300,86,91,22,5
11/8/2012 5:49:27 PM,Running/Walking,,8.08,01:07:33,7.2,00:08:21,,289,1.26,286,0.0%,9,-11,0,178,78,91,21,13
11/4/2012 2:02:13 PM,Running/Walking,,8.49,01:08:31,7.4,00:08:04,,316,1.37,302,0.0%,22,-1,0,214,91,95,14,4
11/3/2012 11:02:25 AM,Running/Walking,,1.57,00:12:20,7.6,00:07:52,,321,1.40,309,0.0%,,,0,40,78,92,11,14
11/2/2012 6:32:32 PM,Running/Walking,,1.58,00:13:46,6.9,00:08:43,,278,1.21,269,-0.1%,,,0,33,82,93,7,11
11/1/2012 3:22:22 PM,Running/Walking,,8.64,01:12:41,7.1,00:08:24,,287,1.25,278,0.0%,25,-8,0,188,87,95,15,7
10/30/2012 6:37:22 PM,Running/Walking,,3.59,00:31:43,6.8,00:08:50,,264,1.15,257,0.0%,,,0,69,85,95,9,10
10/29/2012 8:50:21 PM,Running/Walking,,1.61,00:13:21,7.2,00:08:18,,283,1.23,283,0.0%,,,0,34,86,95,5,9
10/28/2012 6:54:42 PM,Running/Walking,,1.76,00:14:44,7.2,00:08:21,,280,1.22,272,-0.1%,,,0,36,92,96,0,5
10/27/2012 4:24:50 PM,Running/Walking,,9.18,02:07:26,4.3,00:13:53,,272,1.18,171,0.4%,1146,-1290,0,285,97,98,17,0
10/27/2012 1:19:17 PM,X-Country Skiing,,3.41,01:46:18,1.9,00:31:09,,91,0.40,72,-0.9%,614,-631,0,28,97,98,17,0
10/25/2012 2:56:25 PM,Running/Walking,,8.29,01:19:08,6.3,00:09:33,125,261,1.13,237,0.0%,13,-1,107,169,83,95,19,12
10/23/2012 8:15:08 PM,Running/Walking,,1.59,00:14:04,6.8,00:08:51,,265,1.15,254,0.0%,,,0,31,82,95,10,13
10/18/2012 5:36:33 PM,Running/Walking,,8.18,01:07:07,7.3,00:08:12,,296,1.28,286,0.1%,,,0,184,128,105,-18,-22,88.5
10/16/2012 6:13:14 PM,Running/Walking,,11.97,01:47:42,6.7,00:08:59,,262,1.14,251,-0.1%,10,-10,0,229,134,106,-21,-28
10/15/2012 2:13:29 PM,Running/Walking,,3.10,00:24:41,7.5,00:07:57,,307,1.34,303,-0.1%,,,0,73,125,103,-26,-21
10/14/2012 4:04:35 PM,Running/Walking,,19.55,03:07:12,6.3,00:09:34,139,248,1.08,227,-0.1%,34,-10,342,361,130,104,-8,-26,81.9
10/11/2012 5:41:49 PM,Running/Walking,,8.15,01:02:45,7.8,00:07:42,,328,1.42,314,0.0%,,,0,211,129,103,-21,-27
10/9/2012 6:14:28 PM,Running/Walking,,11.33,01:35:23,7.1,00:08:25,152,292,1.27,279,-0.1%,3,,224,252,133,102,-22,-31
10/8/2012 9:00:00 AM,Running/Walking,,2.00,00:40:00,3.0,00:19:59,,,,,,,,0,15,121,99,-31,-22
10/7/2012 9:19:06 AM,Running/Walking,,2.94,00:29:56,5.9,00:10:10,,224,0.97,212,0.2%,25,-18,0,47,132,101,-9,-31
10/7/2012 7:32:06 AM,Running/Walking: Race,2012 Urban Cow Half Marathon,13.81,01:39:28,8.3,00:07:12,,342,1.49,331,-0.1%,69,-56,0,367,132,101,-9,-31
10/4/2012 5:42:43 PM,Running/Walking,,9.54,01:14:49,7.7,00:07:50,,303,1.32,305,0.0%,,,0,216,125,98,-20,-27
10/2/2012 12:38:32 PM,Running/Walking,,10.47,01:29:44,7.0,00:08:34,135,284,1.24,269,0.0%,12,,144,228,128,98,-23,-30
10/1/2012 10:30:33 AM,Running/Walking,,4.06,00:30:51,7.9,00:07:36,143,332,1.44,319,-0.1%,,,60,107,118,95,-24,-23,87.9
9/30/2012 3:44:14 PM,Running/Walking,,11.53,01:41:05,6.8,00:08:45,,276,1.20,265,-0.1%,,,0,241,119,95,-15,-24,86.1
9/27/2012 5:42:43 PM,Running/Walking,,9.54,01:14:49,7.7,00:07:50,,315,1.37,314,0.0%,,-12,0,233,129,96,-26,-33
9/26/2012 10:43:19 AM,Running/Walking,,3.89,00:30:42,7.6,00:07:53,,318,1.38,312,0.1%,,,0,98,119,93,-28,-26
9/25/2012 12:35:17 PM,Running/Walking,,9.24,01:19:52,6.9,00:08:38,,276,1.20,267,0.0%,,,0,192,121,93,-23,-28,86.3
9/24/2012 1:20:59 PM,Running/Walking,,3.88,00:30:09,7.7,00:07:46,,323,1.41,312,-0.1%,,,0,99,114,91,-25,-23,87.9
9/23/2012 9:42:30 AM,Running/Walking,,16.06,02:23:51,6.7,00:08:57,139,272,1.18,258,0.0%,19,-23,254,334,116,91,-8,-25,84.5
9/20/2012 5:48:22 PM,Running/Walking,,9.59,01:22:27,7.0,00:08:35,142,288,1.25,272,-0.1%,,-18,157,214,113,89,-17,-24
9/18/2012 11:49:58 AM,Running/Walking,,10.77,01:34:03,6.9,00:08:44,138,277,1.20,266,0.0%,16,-10,161,227,114,88,-17,-25
9/17/2012 3:58:25 PM,Running/Walking,,3.92,00:32:21,7.3,00:08:15,148,305,1.33,286,-0.1%,,,72,95,102,85,-18,-17
9/16/2012 1:26:58 PM,Running/Walking,,8.24,01:10:28,7.0,00:08:33,145,283,1.23,268,0.0%,,,143,177,103,85,-13,-18
9/15/2012 12:00:00 AM,Running/Walking,,5.00,01:35:00,3.2,00:18:59,100,,,,,,,58,0,96,83,-20,-13
9/13/2012 5:51:59 PM,Running/Walking,,9.55,01:19:22,7.2,00:08:18,145,293,1.28,285,0.0%,,,161,214,116,87,-22,-29
9/12/2012 10:57:26 AM,Running/Walking,,1.57,00:12:53,7.3,00:08:12,135,301,1.31,284,0.0%,,,21,37,106,84,-28,-22
9/11/2012 2:58:56 PM,Running/Walking,,9.00,01:18:36,6.9,00:08:43,150,271,1.18,257,0.0%,3,,177,182,113,85,-23,-28
9/10/2012 12:16:57 PM,Running/Walking,,1.59,00:13:10,7.2,00:08:16,135,291,1.26,284,0.0%,,,22,35,106,83,-29,-23
9/9/2012 11:30:38 AM,Running/Walking,,15.80,02:22:52,6.6,00:09:02,141,258,1.12,251,-0.1%,18,-46,266,296,113,84,-15,-29,84.2
9/7/2012 6:21:21 PM,Running/Walking,,5.15,00:43:35,7.1,00:08:28,140,285,1.24,274,0.0%,,,80,111,104,81,-23,-23
9/6/2012 5:51:59 PM,Running/Walking,,9.55,01:19:22,7.2,00:08:18,145,288,1.25,280,0.0%,,,161,206,103,80,-15,-23
9/5/2012 5:51:05 PM,Running/Walking,,5.17,00:42:15,7.3,00:08:10,150,301,1.31,290,0.0%,,,95,120,93,78,-13,-15
9/4/2012 5:41:10 PM,Running/Walking,,8.26,01:10:34,7.0,00:08:32,140,276,1.20,270,0.0%,21,-19,129,169,90,77,-8,-13
9/1/2012 8:08:30 AM,Running/Walking,,9.93,01:25:51,6.9,00:08:38,150,266,1.16,262,0.0%,,,193,191,100,78,-15,-22
8/30/2012 6:09:42 PM,Running/Walking,,6.73,00:59:17,6.8,00:08:48,153,282,1.23,264,0.0%,,-9,139,144,100,77,-19,-22
8/28/2012 11:45:32 AM,Running/Walking,,7.56,01:09:20,6.5,00:09:10,129,252,1.10,244,0.0%,22,-27,96,139,105,78,-25,-27
8/27/2012 6:05:53 PM,Running/Walking,,3.12,00:27:01,6.9,00:08:39,146,284,1.24,271,0.0%,,,56,69,101,76,-28,-25,86.9
8/26/2012 1:25:08 PM,Running/Walking,,7.42,01:06:48,6.7,00:08:59,148,267,1.16,256,0.0%,1,-2,143,149,105,76,-25,-28
8/25/2012 3:07:00 PM,Running/Walking,,11.37,01:44:41,6.5,00:09:12,147,255,1.11,248,0.0%,40,-25,219,213,100,75,-17,-25
8/24/2012 8:21:33 PM,Running/Walking: Hill,,2.95,00:26:11,6.8,00:08:52,129,268,1.16,260,0.0%,,,36,59,89,72,-20,-17
8/23/2012 6:06:59 PM,Running/Walking,,7.35,01:00:51,7.2,00:08:16,152,300,1.30,290,0.0%,,-12,142,172,92,72,-14,-20
8/22/2012 2:44:21 PM,Running/Walking,,5.20,00:44:54,6.9,00:08:38,148,280,1.22,272,0.0%,5,,97,111,84,70,-12,-14
8/21/2012 3:06:08 PM,Running/Walking,,6.25,00:54:18,6.9,00:08:41,143,277,1.20,269,0.0%,,,107,131,81,69,-8,-12
8/20/2012 12:14:05 PM,Running/Walking,,7.75,01:08:33,6.8,00:08:50,155,278,1.21,262,0.0%,20,-26,173,166,76,68,-1,-8,85.2
8/18/2012 3:59:58 PM,Running/Walking,,4.01,00:35:31,6.8,00:08:51,149,268,1.17,262,0.0%,7,,78,80,74,67,-6,-7
8/16/2012 6:06:43 PM,Running/Walking,,7.44,01:09:53,6.4,00:09:23,148,253,1.10,242,0.0%,12,-23,141,140,81,68,-8,-12
8/15/2012 6:26:04 PM,Running/Walking,,7.78,01:13:55,6.3,00:09:30,145,244,1.06,236,0.0%,3,-3,150,139,75,67,-3,-8
8/13/2012 5:15:23 PM,Running/Walking,,6.62,01:04:06,6.2,00:09:40,149,231,1.01,225,0.0%,,,140,108,75,67,-6,-8
8/11/2012 8:11:53 AM,Running/Walking,,9.63,01:21:23,7.1,00:08:26,149,287,1.25,277,0.0%,20,-12,181,211,79,67,-2,-12
8/9/2012 6:07:50 PM,Running/Walking,,7.35,01:14:48,5.9,00:10:10,139,221,0.96,210,0.0%,29,-35,131,114,72,65,-4,-7
8/8/2012 1:08:18 PM,Running/Walking,,5.43,00:51:24,6.3,00:09:27,149,236,1.02,230,0.0%,4,,112,90,68,64,-2,-4,85.1
8/7/2012 12:49:18 PM,Running/Walking,,0.34,00:03:15,6.2,00:09:37,130,226,0.98,199,-5.5%,39,-82,5,5,66,64,4,-2
8/7/2012 11:45:48 AM,Running/Walking: Trail,,4.79,01:02:16,4.6,00:13:00,130,265,1.15,200,0.2%,960,-966,89,135,66,64,4,-2
8/7/2012 11:39:10 AM,Running/Walking,,0.33,00:06:04,3.3,00:18:26,120,175,0.76,136,4.6%,132,-42,6,6,66,64,4,-2
8/5/2012 2:23:50 PM,Running/Walking: Trail,,11.46,02:07:59,5.4,00:11:10,135,284,1.23,227,0.6%,1586,-1702,208,322,64,63,21,0
8/5/2012 2:13:52 PM,Running/Walking,,0.29,00:06:05,2.9,00:21:01,120,265,1.15,194,8.2%,122,-11,6,13,64,63,21,0
8/3/2012 6:35:46 PM,Running/Walking,,6.64,02:09:31,3.1,00:19:30,120,157,0.68,113,3.6%,1272,-185,124,94,40,59,23,19
8/1/2012 8:54:40 PM,Running/Walking,,7.38,01:09:29,6.4,00:09:25,134,238,1.04,231,0.0%,,,108,124,38,59,28,21
7/30/2012 9:04:12 PM,Running/Walking,,7.06,01:07:44,6.3,00:09:35,134,233,1.01,226,0.0%,,-3,99,116,33,59,34,26
7/23/2012 6:47:08 PM,Running/Walking,,4.08,00:40:05,6.1,00:09:49,134,283,1.23,229,0.0%,12,-15,59,101,43,66,27,22
7/22/2012 8:22:06 PM,Running/Walking,,5.91,00:48:17,7.3,00:08:10,140,296,1.29,286,0.0%,161,-6,88,133,38,65,36,27
7/20/2012 9:13:42 PM,Running/Walking,,5.30,00:47:47,6.7,00:09:00,136,262,1.14,250,0.0%,,,77,101,31,65,40,34
7/19/2012 8:55:48 PM,Running/Walking,,3.22,00:26:56,7.2,00:08:22,140,291,1.26,276,0.0%,,,49,72,24,64,45,40
7/18/2012 2:12:55 PM,Running/Walking,,1.01,00:08:23,7.2,00:08:16,140,278,1.21,278,0.1%,,,15,20,19,64,46,45
7/17/2012 7:51:36 PM,Running/Walking,,1.59,00:13:16,7.2,00:08:20,140,288,1.25,276,-0.1%,,,24,34,19,65,48,46
7/13/2012 9:00:00 AM,Running/Walking,,5.00,01:30:00,3.3,00:17:59,120,,,,,,,93,0,23,70,46,47
7/7/2012 9:09:10 PM,Running/Walking,,3.08,00:27:27,6.7,00:08:55,136,268,1.16,253,0.0%,,,47,62,41,79,41,38
7/2/2012 7:08:02 AM,Running/Walking: Trail,,3.60,00:34:22,6.3,00:09:33,140,373,1.62,289,0.1%,357,-349,62,149,57,87,37,29
7/1/2012 5:56:25 PM,Running/Walking: Trail,,10.45,03:14:34,3.2,00:18:36,125,160,0.69,117,-0.1%,1902,-1901,218,151,48,85,46,37
6/30/2012 1:30:12 PM,Running/Walking: Trail,,5.24,01:41:07,3.1,00:19:17,,154,0.67,116,-0.4%,1164,-1158,0,73,38,84,50,46
6/28/2012 11:40:21 AM,Running/Walking,,0.41,00:04:26,5.5,00:10:50,,225,0.98,201,0.0%,,,0,7,38,86,47,48
6/25/2012 7:24:14 PM,Running/Walking,,3.23,00:28:43,6.8,00:08:52,156,258,1.12,252,0.0%,,,75,60,49,92,44,42
6/24/2012 9:24:25 AM,Biking,,35.10,02:21:51,14.8,00:04:02,104,,,,0.0%,,,102,0,48,92,41,44
6/22/2012 3:22:47 PM,Running/Walking,,4.87,00:58:54,5.0,00:12:06,122,222,0.97,172,0.1%,32,-33,74,91,59,96,41,38
6/21/2012 8:06:03 AM,Running/Walking,,3.24,00:26:52,7.2,00:08:17,150,282,1.23,277,0.0%,,,62,67,55,96,43,41
6/20/2012 7:50:25 PM,Biking,,35.10,02:21:51,14.8,00:04:02,104,,,,0.0%,,,102,0,54,97,39,43
6/19/2012 6:12:51 PM,Running/Walking,,4.91,00:47:15,6.2,00:09:37,134,250,1.09,230,0.1%,28,-18,75,93,60,99,43,39
6/18/2012 7:56:38 PM,Running/Walking,,4.87,00:46:56,6.2,00:09:37,125,240,1.04,228,0.0%,19,-16,59,85,56,99,46,43
6/18/2012 4:26:22 PM,Skating,,2.31,00:11:37,11.9,00:05:02,127,,,,-0.1%,,,16,0,56,99,46,43
6/18/2012 1:32:03 PM,Skating,,2.30,00:13:54,9.9,00:06:03,139,,,,0.1%,-1,-5,25,0,56,99,46,43
6/17/2012 8:45:21 PM,Running/Walking,,5.13,00:59:57,5.1,00:11:41,107,207,0.90,177,0.0%,11,-3,49,81,53,99,49,46
6/16/2012 12:00:00 AM,Biking,,42.00,03:20:00,12.6,00:04:45,,,,,,,,0,150,51,100,58,49
6/14/2012 8:16:34 PM,Running/Walking,,1.57,00:16:37,5.7,00:10:36,104,226,0.98,203,-0.1%,9,-11,12,27,45,101,56,56
6/12/2012 8:58:23 AM,Running/Walking,,1.01,00:11:56,5.1,00:11:46,102,218,0.95,179,0.1%,1,,9,18,51,105,52,53
6/10/2012 12:54:37 PM,Running/Walking,,4.35,01:59:30,2.2,00:27:28,110,211,0.92,69,-8.1%,391,-1822,82,144,60,109,58,49
6/10/2012 11:55:39 AM,Running/Walking,,0.48,00:20:09,1.4,00:41:41,110,139,0.60,83,9.2%,323,-67,11,8,60,109,58,49
6/10/2012 10:50:35 AM,Running/Walking,,1.16,00:42:18,1.7,00:36:20,110,126,0.55,88,11.4%,816,-73,23,14,60,109,58,49
6/6/2012 7:33:45 AM,Running/Walking,,5.95,01:04:37,5.5,00:10:51,122,234,1.02,198,0.0%,37,-18,83,112,66,114,54,49
6/5/2012 8:50:15 AM,Running/Walking,,1.53,00:13:25,6.8,00:08:46,128,262,1.14,256,0.0%,,,18,29,61,114,52,54
6/4/2012 8:10:05 PM,Running/Walking,,1.55,00:13:53,6.7,00:08:58,125,246,1.07,242,0.0%,,,16,26,64,116,52,52
6/4/2012 6:56:24 AM,Running/Walking,,1.55,00:16:05,5.8,00:10:23,119,227,0.99,206,0.1%,10,,18,26,64,116,52,52
6/3/2012 6:43:21 PM,Running/Walking,,1.01,00:09:05,6.7,00:08:58,130,249,1.08,248,0.0%,,,13,18,65,118,50,52
5/27/2012 9:05:18 AM,Running/Walking,,3.14,00:30:57,6.1,00:09:51,125,347,1.51,277,0.0%,220,-263,36,117,124,136,12,12
5/26/2012 11:48:00 AM,Running/Walking: Trail,,4.47,00:53:39,5.0,00:11:59,120,300,1.31,213,-0.7%,467,-483,55,151,125,136,14,12
5/22/2012 5:35:45 PM,Running/Walking: Speedwork,,7.28,01:01:05,7.2,00:08:23,143,333,1.45,281,0.0%,6,-14,128,211,163,145,-14,-18
5/21/2012 8:49:19 AM,Running/Walking,,5.12,00:47:36,6.5,00:09:17,120,246,1.07,236,0.0%,,,51,90,158,143,-20,-14
5/20/2012 7:25:01 AM,Running/Walking,,18.14,02:35:33,7.0,00:08:34,133,276,1.20,267,0.0%,19,-13,238,373,164,145,-4,-20
5/17/2012 5:42:37 PM,Running/Walking,,9.53,01:16:48,7.4,00:08:03,152,296,1.29,294,0.0%,2,-18,183,211,174,146,-26,-28
5/16/2012 9:40:08 AM,Running/Walking,,6.97,01:05:30,6.4,00:09:23,123,239,1.04,233,0.0%,25,-30,77,118,170,144,-30,-26
5/15/2012 5:36:58 PM,Running/Walking: Tempo,,10.51,01:22:26,7.6,00:07:50,152,314,1.37,304,0.0%,,,199,256,175,145,-23,-30
5/15/2012 7:40:02 AM,Running/Walking,,1.56,00:15:35,6.0,00:09:57,120,224,0.97,215,0.0%,,,16,25,175,145,-23,-30
5/14/2012 7:48:13 PM,Running/Walking,,2.03,00:19:03,6.4,00:09:22,123,242,1.05,234,0.0%,,,22,35,165,142,-24,-23
5/14/2012 9:00:08 AM,Running/Walking,,7.00,01:06:15,6.3,00:09:28,123,239,1.04,231,0.0%,19,-22,77,119,165,142,-24,-23
5/13/2012 6:33:07 AM,Running/Walking,,14.83,02:00:31,7.4,00:08:07,140,293,1.28,287,0.0%,24,-16,216,326,166,142,-12,-24
5/12/2012 10:04:23 AM,Running/Walking: Tempo,,5.31,00:41:48,7.6,00:07:52,154,320,1.39,304,0.0%,9,-3,109,135,150,138,-13,-12,88.5
5/10/2012 5:48:35 PM,Running/Walking,,9.55,01:17:31,7.4,00:08:07,148,300,1.30,290,0.0%,11,-25,171,219,166,141,-22,-25
5/9/2012 7:12:36 AM,Running/Walking,,8.30,01:07:16,7.4,00:08:06,140,298,1.30,290,0.0%,11,,121,189,161,139,-20,-22
5/8/2012 5:54:57 PM,Running/Walking: Tempo,,6.68,00:53:56,7.4,00:08:04,158,314,1.37,303,0.0%,11,-11,146,164,158,138,-20,-20
5/7/2012 7:49:40 AM,Running/Walking,,7.02,00:56:57,7.4,00:08:06,139,298,1.30,291,0.0%,9,-7,101,159,157,138,-20,-20
5/6/2012 8:42:36 AM,Running/Walking,,5.44,00:44:56,7.3,00:08:15,141,293,1.28,284,0.0%,4,,83,122,157,137,-23,-20,89.1
5/5/2012 1:25:40 PM,Running/Walking,,1.19,00:09:46,7.3,00:08:11,138,301,1.31,290,0.1%,,,16,28,161,137,-23,-23
5/5/2012 12:26:15 PM,Running/Walking,,5.92,00:48:02,7.4,00:08:06,140,305,1.32,291,0.0%,,-14,87,140,161,137,-23,-23
5/3/2012 5:48:26 PM,Running/Walking,,9.64,01:19:12,7.3,00:08:13,137,297,1.29,290,0.0%,3,-18,132,220,176,140,-34,-36
5/2/2012 3:40:37 PM,Running/Walking,,7.12,00:57:24,7.4,00:08:03,157,301,1.31,294,0.0%,354,-391,151,164,172,138,-35,-34
5/1/2012 5:41:10 PM,Running/Walking: Tempo,,8.51,01:11:05,7.2,00:08:21,143,304,1.32,290,0.0%,38,-68,140,202,172,137,-33,-35
4/30/2012 9:28:55 AM,Running/Walking: Trail,,5.54,00:56:38,5.9,00:10:13,133,337,1.46,263,0.3%,924,-950,86,202,169,136,-32,-33
4/29/2012 8:53:09 AM,Running/Walking: Trail,,14.89,02:38:10,5.6,00:10:37,138,251,1.09,213,0.9%,2153,-2148,275,300,166,135,-22,-32
4/28/2012 10:23:58 AM,Running/Walking: Trail,,3.43,00:32:15,6.4,00:09:23,135,376,1.64,294,-0.1%,376,-380,53,144,153,131,-23,-22
4/27/2012 9:28:21 AM,Running/Walking,,6.64,01:00:05,6.6,00:09:02,124,260,1.13,248,0.0%,,-12,69,128,154,131,-25,-23
4/26/2012 5:52:07 PM,Running/Walking,,9.54,01:18:52,7.3,00:08:16,138,294,1.28,284,0.0%,4,-13,137,214,156,131,-21,-25
4/25/2012 7:59:50 AM,Running/Walking,,4.26,00:33:42,7.6,00:07:55,141,310,1.35,300,0.0%,1,-8,61,102,151,129,-26,-21
4/25/2012 7:35:00 AM,Running/Walking,,3.00,00:23:00,7.8,00:07:40,130,,,,,,,34,0,151,129,-26,-21
4/24/2012 6:30:00 PM,Running/Walking: Tempo,,2.00,00:13:00,9.2,00:06:29,164,,,,,,,40,0,155,130,-27,-26
4/24/2012 5:39:31 PM,Running/Walking: Tempo,,7.04,00:55:27,7.6,00:07:52,149,294,1.28,303,0.0%,,,126,150,155,130,-27,-26
4/23/2012 9:02:21 AM,Running/Walking,,5.26,00:43:54,7.2,00:08:20,138,292,1.27,280,0.0%,5,,76,117,156,129,-30,-27
4/22/2012 8:08:30 AM,Running/Walking,,14.70,01:57:45,7.5,00:08:00,153,299,1.30,294,0.0%,16,-10,284,332,160,130,-17,-30
4/20/2012 10:42:13 AM,Running/Walking: Tempo,,4.90,00:35:43,8.2,00:07:16,158,358,1.56,342,0.1%,4,,96,144,157,128,-30,-29,88.1
4/19/2012 5:47:00 PM,Running/Walking,,9.50,01:14:22,7.7,00:07:49,151,308,1.34,309,0.1%,3,-11,167,220,158,128,-26,-30
4/18/2012 2:54:45 PM,Running/Walking,,6.06,00:49:43,7.3,00:08:12,138,312,1.36,291,0.0%,,-6,87,153,152,126,-27,-26
4/18/2012 8:03:51 AM,Biking,,11.61,01:10:12,9.9,00:06:02,,,,,0.0%,,,0,0,152,126,-27,-26
4/17/2012 5:40:05 PM,Running/Walking: Speedwork,,9.10,01:13:17,7.5,00:08:03,150,322,1.40,305,0.0%,24,-7,171,238,152,125,-21,-27
4/16/2012 11:43:55 AM,Running/Walking,,5.86,00:45:46,7.7,00:07:48,145,317,1.38,310,0.0%,11,-6,94,144,143,123,-21,-21
4/15/2012 9:51:25 AM,Running/Walking,,13.20,01:46:22,7.4,00:08:03,152,299,1.30,294,0.0%,5,-9,251,299,143,122,-9,-21,91.4
4/13/2012 6:44:34 PM,Running/Walking: Tempo,,4.05,00:29:15,8.3,00:07:13,157,354,1.54,346,0.0%,,,77,116,140,121,-22,-19
4/12/2012 5:49:11 PM,Running/Walking,,9.59,01:27:18,6.6,00:09:06,130,257,1.12,250,0.0%,11,-27,127,181,143,121,-19,-22
4/11/2012 3:19:07 PM,Running/Walking,,6.08,00:47:16,7.7,00:07:46,140,320,1.39,313,0.0%,9,-2,86,152,139,120,-18,-19
4/10/2012 5:40:59 PM,Running/Walking: Speedwork,,8.66,01:11:08,7.3,00:08:12,163,333,1.45,298,0.1%,11,,140,246,138,119,-10,-18
4/9/2012 4:02:20 PM,Running/Walking,,5.28,00:40:22,7.9,00:07:38,148,327,1.42,321,0.0%,,,88,136,127,116,-10,-10
