Start time,Category,Name,Distance,Time elapsed,Avg. speed,Avg. pace,Avg. HR,Norm Power,Intensity Factor,Avg. power,Avg. grade,Ascending,Descending,TRIMP,Training Stress Score,ATL Power,CTL Power,TSB (Pre),TSB (Post),Avg. cadence
8/15/2014 9:56:21 AM,Running/Walking,,1.64,00:17:05,5.7,00:10:26,,358,1.56,267,0.1%,161,-175,0,69,39,48,11,8,77.4
8/14/2014 12:16:44 PM,Running/Walking,,2.37,00:21:15,6.7,00:08:58,,391,1.70,326,0.3%,236,-231,0,102,36,47,16,11,86.1
8/9/2014 6:19:02 PM,Running/Walking,,2.59,00:20:01,7.8,00:07:44,,466,2.03,384,-0.6%,195,-259,0,137,44,50,14,7,91.9
8/6/2014 12:00:00 AM,Running/Walking,,3.00,00:23:00,7.8,00:07:40,,,,,,,,0,130,41,50,16,9
8/4/2014 4:01:33 PM,Biking,,9.12,00:43:10,12.7,00:04:43,,,,,0.0%,20,-7,0,0,36,50,11,14,17.0
8/2/2014 7:17:22 AM,Running/Walking,,7.32,01:03:31,6.9,00:08:40,,305,1.33,287,0.0%,331,-400,0,162,43,52,18,9,92.7
7/29/2014 6:35:32 PM,Running/Walking,,5.17,00:39:29,7.9,00:07:38,,311,1.35,305,0.0%,400,-344,0,120,42,53,17,11,90.9
7/28/2014 3:33:47 PM,Running/Walking,,1.59,00:11:54,8.0,00:07:30,,317,1.38,312,0.0%,131,-102,0,38,34,51,18,17,91.2
7/27/2014 10:44:39 AM,Running/Walking,,2.35,00:19:02,7.4,00:08:05,,292,1.27,281,0.0%,171,-203,0,51,34,52,23,18,90.5
7/27/2014 8:51:09 AM,Running/Walking,,2.10,00:17:28,7.2,00:08:20,,271,1.18,270,0.0%,203,-197,0,40,34,52,23,18,91.0
7/26/2014 7:14:09 AM,Running/Walking,Running,,00:00:05,,00:00:00,,,,,,,,0,0,28,51,21,23,55.0
7/26/2014 7:14:00 AM,Running/Walking,,5.00,00:40:00,7.5,00:08:00,,,,,,,,0,0,28,51,21,23
7/26/2014 7:08:50 AM,Running/Walking,Running,,00:00:11,,00:00:00,,,,,0.8%,20,,0,0,28,51,21,23,76.0
7/24/2014 8:36:34 PM,Running/Walking,Running,,00:00:11,,00:00:00,,,,,,,-10,0,0,34,53,17,19,82.0
7/24/2014 8:00:00 PM,Running/Walking,,3.00,00:24:00,7.5,00:08:00,,,,,,,,0,0,34,53,17,19
7/23/2014 12:50:48 PM,Running/Walking,,1.55,00:11:12,8.3,00:07:12,,330,1.43,329,0.0%,184,-138,0,38,37,54,17,17,93.0
7/22/2014 9:59:26 AM,Running/Walking,,1.54,00:10:58,8.4,00:07:08,,335,1.46,333,0.0%,138,-125,0,39,37,54,18,17,94.6
7/21/2014 2:37:00 PM,Running/Walking,,1.56,00:11:30,8.1,00:07:23,,316,1.37,315,0.0%,249,-217,0,36,37,55,18,18,94.6
7/20/2014 11:08:32 AM,Running/Walking,,1.34,00:12:13,6.6,00:09:07,,258,1.12,235,0.0%,98,-89,0,26,37,55,21,18,87.3
7/20/2014 8:50:39 AM,Running/Walking,,1.95,00:18:40,6.3,00:09:33,,300,1.30,238,0.0%,249,-233,0,47,37,55,21,18,80.8
7/12/2014 10:06:46 AM,Running/Walking,,4.91,00:36:55,8.0,00:07:31,,311,1.35,307,0.0%,52,-39,0,112,65,63,2,-2
7/10/2014 9:19:22 AM,Running/Walking,,4.39,00:33:37,7.8,00:07:39,,307,1.33,300,0.0%,72,-72,0,100,66,64,0,-3
7/8/2014 6:08:04 PM,Running/Walking,,1.56,00:11:18,8.3,00:07:14,,330,1.43,328,0.0%,26,-26,0,39,69,64,-5,-5
7/8/2014 8:57:12 AM,Running/Walking,,1.53,00:11:27,8.0,00:07:28,,315,1.37,314,0.0%,46,-26,0,36,69,64,-5,-5
7/7/2014 9:48:31 AM,Running/Walking,,1.64,00:14:20,6.9,00:08:45,,260,1.13,251,0.0%,20,-46,0,30,69,64,-8,-5
7/6/2014 7:40:42 AM,Running/Walking,,7.48,00:57:26,7.8,00:07:40,,336,1.46,312,0.0%,184,-177,0,203,72,65,2,-8
7/5/2014 8:37:30 AM,Running/Walking,,1.57,00:12:03,7.8,00:07:41,,311,1.35,302,0.0%,7,-26,0,37,59,62,1,2
7/4/2014 7:57:13 AM,Running/Walking,,1.58,00:14:09,6.7,00:08:58,,244,1.06,241,0.0%,39,-46,0,27,62,62,-2,1
7/3/2014 11:54:18 AM,Running/Walking,,7.62,00:59:17,7.7,00:07:47,,301,1.31,297,0.0%,285,-220,0,169,65,63,6,-2
7/2/2014 6:13:59 AM,Running/Walking,,1.56,00:11:31,8.1,00:07:21,,334,1.45,324,0.0%,213,-108,0,40,55,61,5,6
7/1/2014 6:28:51 AM,Running/Walking,,0.09,00:00:42,7.5,00:08:01,,261,1.13,301,0.0%,,-7,0,2,56,61,4,5
7/1/2014 6:13:59 AM,Running/Walking,,1.56,00:11:31,8.1,00:07:21,,334,1.45,324,0.0%,213,-108,0,40,56,61,4,5
6/30/2014 2:30:19 PM,Running/Walking,,1.56,00:11:11,8.3,00:07:11,,333,1.45,331,0.0%,52,-69,0,39,58,62,3,4
6/29/2014 7:51:15 PM,Running/Walking,,1.56,00:12:00,7.8,00:07:42,,301,1.31,299,0.0%,52,-39,0,34,59,62,1,3
6/22/2014 7:48:27 AM,Running/Walking,,10.29,01:18:10,7.9,00:07:35,,315,1.37,310,0.0%,240,-203,0,242,110,71,-29,-38
6/20/2014 9:30:20 AM,Running/Walking,,1.56,00:11:32,8.1,00:07:23,,366,1.59,340,0.0%,66,-39,0,49,106,69,-42,-37
6/19/2014 7:27:45 AM,Running/Walking,,10.32,01:16:07,8.1,00:07:22,,347,1.51,327,0.0%,213,-230,0,287,112,69,-29,-42
6/18/2014 7:11:07 AM,Running/Walking,,1.55,00:10:59,8.5,00:07:05,,344,1.50,339,0.0%,13,-20,0,41,94,65,-34,-29
6/17/2014 6:20:06 AM,Running/Walking,,9.62,01:11:33,8.1,00:07:26,,326,1.42,319,0.0%,177,-207,0,239,100,65,-24,-34
6/16/2014 8:04:32 AM,Running/Walking,,7.20,01:12:14,6.0,00:10:01,,255,1.11,219,-0.6%,1157,-1265,0,148,86,62,-19,-24,86.3
6/16/2014 7:57:56 AM,Running/Walking,,0.35,00:06:19,3.3,00:18:01,,178,0.78,137,6.7%,100,-9,0,6,86,62,-19,-24,51.8
6/14/2014 6:24:36 AM,Running/Walking,,1.56,00:10:53,8.6,00:06:59,,352,1.53,351,0.0%,151,-138,0,42,87,61,-30,-26,96.0
6/13/2014 7:17:05 AM,Running/Walking,,7.56,00:55:24,8.2,00:07:19,,333,1.45,329,0.0%,584,-561,0,194,91,61,-22,-30,92.7
6/12/2014 8:58:25 AM,Running/Walking,,1.54,00:10:53,8.5,00:07:03,,354,1.54,350,0.0%,125,-167,0,43,81,58,-26,-22,96.2
6/11/2014 6:47:07 AM,Running/Walking,,2.93,00:21:02,8.4,00:07:10,,342,1.49,338,0.0%,282,-217,0,78,85,59,-27,-26,93.3
6/10/2014 6:34:47 AM,Running/Walking,,7.50,00:56:20,8.0,00:07:30,,324,1.41,317,0.0%,748,-614,0,186,85,58,-20,-27,92.2
6/9/2014 7:46:46 PM,Running/Walking,,1.55,00:11:25,8.2,00:07:20,,329,1.43,327,0.0%,128,-135,0,39,75,56,-20,-20,94.5
6/9/2014 9:27:54 AM,Running/Walking,,1.53,00:11:23,8.1,00:07:25,,328,1.43,324,0.0%,108,-112,0,39,75,56,-20,-20,93.7
6/8/2014 7:12:03 AM,Running/Walking,,7.55,00:59:32,7.6,00:07:53,,299,1.30,295,0.0%,797,-807,0,167,75,55,-13,-20,91.9
6/5/2014 4:34:40 PM,Running/Walking: Trail,,6.23,01:07:13,5.6,00:10:47,,346,1.50,259,-0.2%,1056,-1077,0,252,80,55,-11,-24,79.9
6/3/2014 8:08:51 AM,Running/Walking,,7.56,00:57:54,7.8,00:07:39,,315,1.37,309,0.0%,666,-633,0,181,69,52,-8,-17,91.6
6/1/2014 8:34:03 AM,Running/Walking,,10.42,01:25:38,7.3,00:08:13,,285,1.24,279,0.0%,830,-843,0,218,63,50,-1,-13,91.0
5/30/2014 7:19:34 AM,Running/Walking,,1.56,00:12:42,7.4,00:08:08,,285,1.24,280,0.0%,187,-187,0,32,52,48,-6,-5,92.0
5/28/2014 5:28:34 PM,Running/Walking,,4.82,00:40:19,7.2,00:08:22,,278,1.21,272,0.0%,381,-331,0,98,60,49,-8,-11,89.5
5/27/2014 8:07:06 AM,Running/Walking,,1.54,00:13:10,7.0,00:08:34,,268,1.16,266,0.0%,262,-131,0,29,56,48,-10,-8,90.4
5/25/2014 11:03:36 AM,Running/Walking,,7.27,00:59:31,7.3,00:08:10,,290,1.26,282,0.0%,663,-709,0,157,64,49,-8,-15,90.0
5/23/2014 2:34:41 PM,Running/Walking,,4.83,00:39:55,7.3,00:08:16,,284,1.24,278,0.0%,397,-430,0,102,61,48,-10,-12,90.4
5/21/2014 6:29:25 AM,Running/Walking,,7.53,01:00:45,7.4,00:08:04,,291,1.27,285,0.0%,650,-636,0,163,62,48,-7,-14,91.9
5/18/2014 11:58:59 AM,Running/Walking,,4.89,00:38:30,7.6,00:07:52,,303,1.32,297,0.0%,253,-308,0,111,63,48,-12,-16,92.2
5/15/2014 7:20:05 AM,Running/Walking,,3.97,00:30:25,7.8,00:07:40,,392,1.71,344,0.2%,208,-176,0,146,71,48,-17,-22
5/11/2014 4:38:52 PM,Running/Walking,,7.36,00:56:41,7.8,00:07:42,,330,1.44,309,0.0%,24,-25,0,192,84,49,-27,-35
5/9/2014 7:37:22 PM,Running/Walking: Speedwork,,2.10,00:26:13,4.8,00:12:30,,259,1.13,186,0.1%,161,-178,0,51,81,47,-37,-34
5/8/2014 5:56:51 PM,Running/Walking,,8.04,01:00:56,7.9,00:07:34,,352,1.53,327,0.0%,515,-2,0,236,84,47,-25,-37
5/6/2014 7:41:19 PM,Running/Walking,,4.09,00:30:54,7.9,00:07:33,,372,1.62,332,0.2%,215,-179,0,132,75,44,-28,-31
5/5/2014 8:17:45 PM,Running/Walking,,3.86,00:32:29,7.1,00:08:25,,335,1.46,290,-0.1%,224,-182,0,111,70,42,-25,-28
5/4/2014 2:33:03 PM,Running/Walking,,7.15,01:07:59,6.3,00:09:30,,317,1.38,262,0.4%,1128,-1152,0,212,65,41,-14,-25
5/3/2014 8:02:18 PM,Running/Walking,,2.60,00:21:51,7.1,00:08:24,,322,1.40,294,-1.1%,277,-300,0,71,51,37,-12,-14
5/1/2014 8:34:01 PM,Running/Walking,Running,5.16,00:42:13,7.3,00:08:10,,302,1.31,295,0.0%,143,-118,0,121,54,37,-12,-17
4/28/2014 5:28:01 PM,Running/Walking,,7.26,01:00:05,7.2,00:08:16,,378,1.65,289,0.0%,148,-148,0,270,57,37,-4,-20
4/26/2014 9:57:26 AM,Running/Walking,,7.65,01:02:45,7.3,00:08:12,,290,1.26,280,0.0%,167,-226,0,166,39,32,3,-6
4/23/2014 10:00:00 AM,Running/Walking,,4.00,00:35:00,6.9,00:08:44,,,,,,,,0,0,32,31,-3,-1
4/21/2014 12:00:00 PM,Running/Walking,,3.00,00:25:00,7.2,00:08:20,,,,,,,,0,0,38,32,-9,-6
4/20/2014 6:32:38 PM,Running/Walking: Trail,,5.60,00:57:20,5.9,00:10:14,,304,1.32,255,-0.5%,927,-1029,0,166,42,33,0,-9,85.1
4/19/2014 6:14:22 AM,Running/Walking,,1.56,00:12:27,7.5,00:07:59,,301,1.31,289,0.0%,240,-187,0,36,30,30,1,0,91.6
4/17/2014 2:47:35 PM,Running/Walking,,4.82,00:43:48,6.6,00:09:04,,274,1.19,252,0.0%,1,-397,0,103,32,31,7,-1,83.6
4/17/2014 6:51:05 AM,Running/Walking,,1.57,00:12:43,7.4,00:08:05,,297,1.29,288,0.0%,108,-131,0,35,32,31,7,-1,90.2
4/15/2014 11:44:56 AM,Running/Walking,,3.03,00:30:07,6.0,00:09:56,,221,0.96,215,0.0%,420,-440,0,46,23,29,7,5,84.6
4/14/2014 6:57:00 PM,Running/Walking,,4.38,00:37:14,7.1,00:08:29,,286,1.24,274,0.0%,525,-456,0,96,21,28,13,7,84.7
4/11/2014 9:43:56 AM,Running/Walking,,3.10,00:26:55,6.9,00:08:41,,275,1.20,262,0.0%,331,-351,0,63,17,28,16,12,87.6
4/9/2014 1:07:19 PM,Running/Walking,,4.83,00:44:04,6.6,00:09:07,,277,1.20,250,-0.1%,466,-1,0,106,13,28,23,15,81.8
4/9/2014 12:47:21 PM,Running/Walking,,0.21,00:02:02,6.2,00:09:44,,260,1.13,228,0.0%,30,,0,4,13,28,23,15,74.4
3/27/2014 5:19:38 PM,Running/Walking,,2.04,00:22:29,5.4,00:11:01,,231,1.00,195,0.0%,226,-249,0,38,11,34,26,23,73.5
3/8/2014 10:23:30 AM,Running/Walking,,1.02,00:10:11,6.0,00:09:59,,238,1.04,219,0.0%,203,-240,0,18,44,49,4,6,80.1
3/6/2014 2:22:25 PM,Running/Walking,,3.15,00:25:51,7.3,00:08:11,,294,1.28,284,0.0%,354,-390,0,70,51,51,2,0,87.1
3/5/2014 7:38:39 PM,Running/Walking,,1.55,00:12:10,7.6,00:07:50,,309,1.34,301,0.0%,92,-125,0,37,49,51,1,2,88.5
3/4/2014 12:22:01 PM,Running/Walking,,3.16,00:26:33,7.1,00:08:24,,284,1.23,272,0.0%,528,-486,0,67,50,51,5,1,86.9
3/4/2014 7:32:44 AM,Running/Walking,,1.56,00:13:26,7.0,00:08:36,,276,1.20,259,0.0%,210,-400,0,32,50,51,5,1,85.8
3/3/2014 2:36:31 PM,Running/Walking,,3.13,00:25:41,7.3,00:08:12,,286,1.24,278,0.0%,400,-348,0,66,45,50,9,5,86.4
3/3/2014 10:27:03 AM,Running/Walking,,1.50,00:12:46,7.0,00:08:30,,276,1.20,263,0.0%,256,-3,0,31,45,50,9,5,84.6
3/2/2014 9:14:13 PM,Running/Walking,,1.54,00:13:37,6.8,00:08:50,,264,1.15,250,-0.4%,108,-2,0,30,40,49,13,9,84.4
3/2/2014 11:29:55 AM,Running/Walking,,3.15,00:27:48,6.8,00:08:49,,259,1.13,250,0.0%,335,-374,0,59,40,49,13,9,84.5
3/1/2014 8:39:38 AM,Running/Walking,,1.55,00:14:41,6.3,00:09:29,,233,1.01,224,0.0%,151,-167,0,25,35,48,12,13,81.7
2/28/2014 7:49:35 AM,Running/Walking,,3.07,00:26:30,7.0,00:08:37,,281,1.22,261,0.0%,397,-361,0,66,36,49,15,12,84.4
2/26/2014 5:11:52 PM,Running/Walking,,3.10,00:26:53,6.9,00:08:40,,265,1.15,254,0.0%,312,-318,0,59,36,49,15,13,85.0
2/25/2014 2:44:41 PM,Running/Walking,,3.28,00:30:40,6.4,00:09:21,,262,1.14,237,-0.1%,2,-4,0,66,34,49,18,15,78.3
2/23/2014 5:54:39 PM,Running/Walking,,1.66,00:13:41,7.3,00:08:15,,296,1.29,277,0.0%,141,-171,0,38,34,50,16,16,81.0
2/19/2014 4:30:23 PM,Running/Walking,,3.17,00:25:42,7.4,00:08:07,,297,1.29,283,0.0%,463,-377,0,72,45,53,11,8,86.3
2/16/2014 10:55:53 AM,Running/Walking: Trail,,7.27,01:29:44,4.9,00:12:21,,320,1.39,222,0.4%,1608,-1622,0,288,51,55,23,4,71.5
2/13/2014 12:35:49 PM,Running/Walking,,3.21,00:26:38,7.2,00:08:17,,301,1.31,282,0.0%,548,-463,0,76,33,52,23,19,84.7
2/12/2014 12:17:48 PM,Running/Walking,,1.57,00:16:36,5.7,00:10:35,,219,0.95,201,0.0%,207,-5,0,25,29,52,23,23,76.0
2/11/2014 7:05:01 PM,Running/Walking,,0.11,00:01:54,3.6,00:16:42,,128,0.56,115,0.4%,,-151,0,1,29,52,23,23,63.5
2/11/2014 9:48:18 AM,Running/Walking,,1.54,00:17:54,5.2,00:11:37,,194,0.84,177,0.0%,4,-4,0,21,29,52,23,23,73.0
2/10/2014 1:16:45 PM,Running/Walking,,3.30,00:27:55,7.1,00:08:26,,292,1.27,274,0.0%,669,-1,0,75,30,53,27,23,83.7
2/9/2014 7:13:26 PM,Running/Walking,,3.19,00:28:02,6.8,00:08:47,,264,1.15,251,-0.1%,279,-2,0,62,25,52,31,27,85.4
2/3/2014 6:13:31 PM,Running/Walking,,3.08,00:25:06,7.4,00:08:08,,298,1.30,284,0.0%,197,-217,0,70,35,58,26,23,86.7
2/1/2014 2:05:36 PM,Running/Walking,,3.13,00:25:16,7.4,00:08:05,,294,1.28,283,0.0%,410,-367,0,69,35,59,28,25,86.2
1/30/2014 1:45:36 PM,Running/Walking,,3.07,00:24:21,7.6,00:07:55,,309,1.34,294,0.0%,338,-410,0,73,34,60,30,26,86.6
1/28/2014 3:11:02 PM,Running/Walking,,3.17,00:23:57,7.9,00:07:33,,324,1.41,315,0.0%,292,-285,0,79,33,61,32,28,87.0
1/26/2014 8:39:00 AM,Running/Walking,,0.57,00:05:19,6.4,00:09:18,,233,1.01,232,-0.1%,171,-59,0,9,32,62,29,30,78.9
1/24/2014 11:00:16 AM,Running/Walking,,3.07,00:24:21,7.6,00:07:55,,309,1.34,293,0.0%,315,-1,0,73,37,65,31,27,84.1
1/23/2014 1:22:48 PM,Running/Walking,,1.59,00:12:35,7.6,00:07:55,,305,1.33,293,0.0%,210,-187,0,37,34,64,31,31,85.8
1/22/2014 4:17:57 PM,Running/Walking,,1.59,00:12:47,7.5,00:08:01,,298,1.30,288,0.0%,154,-148,0,36,33,65,35,31,85.5
1/22/2014 9:51:08 AM,Running/Walking,,1.59,00:13:56,6.8,00:08:46,,271,1.18,256,0.0%,177,-177,0,32,33,65,35,31,79.9
1/21/2014 3:58:59 PM,Running/Walking,,1.61,00:13:13,7.3,00:08:11,,290,1.26,279,0.0%,184,-194,0,35,30,65,36,35,83.3
1/16/2014 12:30:17 PM,Running/Walking,,4.87,00:38:57,7.5,00:07:59,,298,1.30,289,0.0%,8,-358,0,109,43,71,34,28,86.6
1/14/2014 4:52:56 PM,Running/Walking,,3.12,00:23:51,7.8,00:07:39,,327,1.42,313,0.0%,315,-285,0,81,40,72,36,32,87.5
1/12/2014 12:57:04 PM,Running/Walking,,3.14,00:26:54,7.0,00:08:34,,280,1.22,264,0.0%,289,-1,0,67,40,73,36,34,85.0
1/9/2014 1:47:32 PM,Running/Walking,,3.09,00:25:40,7.2,00:08:18,,285,1.24,273,0.0%,541,-568,0,66,45,77,34,32,87.1
1/8/2014 1:25:43 PM,Running/Walking,,3.10,00:24:07,7.7,00:07:47,,307,1.34,298,0.0%,394,-367,0,72,43,77,37,34,89.8
1/7/2014 2:45:35 PM,Running/Walking,,3.07,00:24:14,7.6,00:07:54,,292,1.27,288,0.0%,466,-548,0,65,40,77,40,37,88.1
1/6/2014 5:57:22 PM,Running/Walking,,1.60,00:12:55,7.4,00:08:05,,294,1.28,284,0.0%,118,-92,0,35,37,77,40,40,88.2
1/3/2014 12:57:00 PM,Running/Walking,,1.58,00:14:36,6.5,00:09:15,,263,1.14,242,0.0%,128,-2,0,32,45,81,36,36,85.0
12/31/2013 12:58:23 PM,Running/Walking,,4.41,00:36:26,7.3,00:08:15,,283,1.23,274,0.0%,394,-397,0,92,57,86,33,29,86.5
12/29/2013 2:45:35 PM,Running/Walking,,3.07,00:24:14,7.6,00:07:54,,301,1.31,292,0.0%,466,-548,0,69,58,88,31,29,88.1
12/28/2013 2:47:31 PM,Running/Walking,,3.06,00:23:59,7.6,00:07:51,,303,1.32,295,0.0%,489,-423,0,70,57,88,32,31,88.7
12/27/2013 11:05:37 AM,Running/Walking,,4.90,00:38:23,7.7,00:07:50,,307,1.34,297,0.0%,5,-5,0,114,56,89,38,32,88.6
12/26/2013 1:18:15 PM,Running/Walking,,3.03,00:23:38,7.7,00:07:48,,313,1.36,302,0.0%,210,-197,0,73,50,88,40,38,89.0
12/25/2013 1:12:49 PM,Running/Walking,,4.41,00:33:26,7.9,00:07:34,,319,1.39,311,0.0%,325,-305,0,107,48,88,46,40,88.4
12/23/2013 4:32:34 PM,Running/Walking,,3.12,00:24:19,7.7,00:07:48,,311,1.35,299,0.0%,,,0,74,46,90,46,43
12/13/2013 3:16:02 PM,Running/Walking,,4.88,00:36:38,8.0,00:07:30,156,344,1.50,332,0.1%,5,-371,94,137,103,109,9,6,91.3
12/12/2013 2:42:08 PM,Running/Walking,,4.38,00:32:27,8.1,00:07:24,,334,1.45,323,0.0%,528,-495,0,114,100,108,10,9,89.7
12/11/2013 11:00:00 AM,Biking,,31.00,02:30:00,12.4,00:04:50,,,,,,,,0,100,98,108,10,10
12/10/2013 1:20:27 PM,Running/Walking,,4.40,00:32:04,8.2,00:07:17,157,336,1.46,329,0.0%,354,-348,86,114,98,108,12,10,90.6
12/9/2013 12:29:31 PM,Running/Walking,,4.49,00:34:08,7.9,00:07:35,186,351,1.53,318,0.0%,138,-164,136,131,97,108,15,12
12/7/2013 4:37:16 PM,Running/Walking,,4.45,00:31:59,8.3,00:07:11,,349,1.52,336,0.0%,167,-98,0,123,102,110,9,8
12/6/2013 1:16:55 PM,Running/Walking,,4.42,00:32:19,8.2,00:07:19,,342,1.49,330,0.0%,105,-108,0,119,100,110,11,9
12/5/2013 4:06:39 PM,Running/Walking,,4.47,00:33:34,8.0,00:07:31,,340,1.48,320,0.0%,210,-230,0,122,99,110,13,11
12/3/2013 3:44:28 PM,Running/Walking,,3.06,00:21:58,8.4,00:07:10,,361,1.57,341,0.0%,95,-66,0,90,106,112,5,6
12/2/2013 4:17:00 PM,Running/Walking,,4.40,00:31:00,8.5,00:07:02,,,,,,,,0,110,107,112,5,5
12/1/2013 2:00:00 PM,Running/Walking: Trail,,4.00,00:40:00,6.0,00:09:59,,,,,,,,0,100,107,112,4,5
11/29/2013 12:00:15 PM,Running/Walking: Trail,,4.15,00:33:00,7.5,00:07:57,,437,1.90,353,-0.2%,291,-374,0,198,119,115,3,-4
11/29/2013 11:53:15 AM,Running/Walking,,0.29,00:05:57,2.9,00:20:21,,202,0.88,121,4.1%,116,-29,0,8,119,115,3,-4
11/28/2013 10:23:58 AM,Running/Walking: Trail,,11.49,01:56:32,5.9,00:10:08,,261,1.14,222,0.5%,1540,-1548,0,250,110,113,14,3
11/26/2013 12:20:43 PM,Running/Walking,,4.48,00:32:59,8.1,00:07:21,176,344,1.50,331,0.0%,121,-135,81,123,106,112,8,7
11/25/2013 12:45:48 PM,Running/Walking,,4.41,00:31:43,8.3,00:07:11,,348,1.51,336,0.0%,98,-131,0,121,104,112,10,8
11/24/2013 10:00:00 AM,Biking,,30.00,02:45:00,10.9,00:05:29,,,,,,,,0,100,102,112,10,10
11/23/2013 5:10:49 PM,Running/Walking,,4.32,00:33:18,7.8,00:07:42,,317,1.38,303,0.0%,325,-335,0,105,102,112,10,10
11/22/2013 10:50:18 AM,Running/Walking,,4.92,00:38:01,7.8,00:07:43,,340,1.48,312,0.0%,5,-167,0,134,102,112,13,10
11/21/2013 5:21:23 PM,Running/Walking,,4.42,00:36:07,7.3,00:08:10,,291,1.26,278,0.0%,358,-318,0,96,99,112,13,13
11/20/2013 12:56:06 PM,Running/Walking,,3.00,00:24:00,7.5,00:08:00,,,,,,,,0,80,99,112,12,13
11/19/2013 12:56:06 PM,Running/Walking,,4.40,00:32:49.7300000,8.0,00:07:27,,,,,,,,0,110,101,113,13,12
11/17/2013 1:02:37 PM,Running/Walking,,2.92,00:22:08,7.9,00:07:34,157,318,1.38,307,0.0%,69,-85,59,71,110,115,2,5
11/16/2013 9:25:47 AM,Running/Walking,,5.17,00:39:43,7.8,00:07:40,,322,1.40,305,0.0%,5,-121,0,126,114,116,3,2
11/15/2013 1:49:40 PM,Running/Walking,,3.17,00:24:09,7.9,00:07:36,167,331,1.44,312,0.0%,141,-95,81,83,113,116,1,3
11/14/2013 6:07:59 PM,Running/Walking,,3.07,00:24:15,7.6,00:07:54,152,391,1.70,320,0.0%,108,-102,58,117,116,117,8,1
11/14/2013 10:00:00 AM,Biking,,30.00,02:30:00,12.0,00:05:00,,,,,,,,0,100,116,117,8,1
11/13/2013 1:09:50 PM,Running/Walking,,3.07,00:24:38,7.5,00:08:01,,293,1.28,282,0.0%,82,-95,0,67,106,115,6,8
11/12/2013 3:16:10 PM,Running/Walking,,4.96,00:38:20,7.8,00:07:43,,314,1.37,300,0.0%,8,-98,0,118,110,116,6,6
11/11/2013 1:29:21 PM,Running/Walking,,3.12,00:23:40,7.9,00:07:35,,321,1.40,308,0.0%,108,-115,0,77,109,116,4,6
11/9/2013 4:06:32 PM,Running/Walking,,4.63,00:35:06,7.9,00:07:34,163,321,1.40,308,0.0%,135,-121,105,114,124,119,2,-5
11/9/2013 10:00:00 AM,Biking,,30.00,02:30:00,12.0,00:05:00,,,,,,,,0,100,124,119,2,-5
11/7/2013 5:29:33 PM,Running/Walking,,3.05,00:24:23,7.5,00:08:00,155,316,1.37,300,0.0%,95,-92,62,76,126,119,-3,-7
11/7/2013 10:00:00 AM,Biking,,30.00,02:30:00,12.0,00:05:00,,,,,,,,0,100,126,119,-3,-7
11/6/2013 2:56:12 PM,Running/Walking,,2.33,00:18:27.6000000,7.6,00:07:54,,306,1.33,287,0.1%,62,-82,0,54,121,118,-3,-3
11/6/2013 11:56:12 AM,Running/Walking,,3.14,00:25:05,7.5,00:07:59,,306,1.33,290,0.1%,62,-82,0,74,121,118,-3,-3
11/5/2013 4:02:50 PM,Running/Walking,,3.10,00:23:15,8.0,00:07:29,,407,1.77,347,0.0%,108,-85,0,120,121,118,-3,-3
11/4/2013 5:48:58 PM,Running/Walking,,3.04,00:22:35,8.1,00:07:26,,337,1.46,320,0.0%,75,-59,0,81,121,118,2,-3
11/4/2013 10:00:00 AM,Biking,,30.00,02:30:00,12.0,00:05:00,,,,,,,,0,100,121,118,2,-3
11/3/2013 4:55:25 PM,Running/Walking,,6.75,00:52:11,7.8,00:07:44,,311,1.35,302,0.0%,151,-180,0,159,115,117,5,2
11/2/2013 9:10:26 AM,Running/Walking,,4.12,00:31:43,7.8,00:07:42,,316,1.38,304,0.0%,95,-446,0,100,110,116,5,5
10/31/2013 6:05:33 PM,Running/Walking,,3.03,00:22:50,8.0,00:07:32,,325,1.41,314,0.0%,108,-95,0,76,123,118,0,-4
10/31/2013 10:00:00 AM,Biking,,30.00,02:30:00,12.0,00:05:00,,,,,,,,0,100,123,118,0,-4
10/30/2013 4:25:40 PM,Running/Walking,,4.38,00:31:27,8.4,00:07:11,,399,1.73,359,0.0%,141,-115,0,158,117,117,3,0
10/29/2013 8:59:54 PM,Running/Walking,,3.49,00:27:49,7.5,00:07:58,,308,1.34,297,0.0%,92,-121,0,83,113,116,9,3
10/29/2013 10:00:00 AM,Biking,,30.00,02:30:00,12.0,00:05:00,,,,,,,,0,100,113,116,9,3
10/28/2013 3:46:24 PM,Running/Walking,,3.08,00:23:04,8.0,00:07:30,,328,1.43,316,0.0%,59,-66,0,78,106,115,7,9
10/27/2013 12:34:51 PM,Running/Walking,,3.08,00:24:23,7.6,00:07:54,,392,1.70,312,0.0%,89,-79,0,118,109,116,8,7
10/26/2013 11:12:13 AM,Running/Walking,,4.57,00:35:03,7.8,00:07:40,,326,1.42,307,0.0%,121,-72,0,117,108,116,8,8
10/25/2013 10:00:00 AM,Biking,,30.00,02:30:00,12.0,00:05:00,,,,,,,,0,100,107,116,8,8
10/24/2013 5:40:58 PM,Running/Walking,,3.10,00:22:51,8.1,00:07:22,,332,1.44,320,0.0%,79,-66,0,79,108,116,6,8
10/23/2013 10:33:15 AM,Running/Walking,,3.43,00:26:38,7.7,00:07:45,,319,1.39,300,0.0%,59,-95,0,85,111,117,12,6
